"cptcode","cptdesc"
B-LAB035,LIPID PROFILE
B-LAB040,PRE AND POST BRONCHODILATOR
B-LAB0401,PULMONARY FUNCTION TEST (PFT) PRE AND POST BRONCHODILATOR
B-LAB047,HEMOGLUCOTEST (HGT)
B-LAB054,CA19-9
B-LAB062,XRAY-THORACOLUMBOSACRAL
B-LAB098,CKMB (CREATINE KINASE-MB)
B-LAB12222018,IMMUNOHISTO CHEMISTRY PANEL
B-LAB142,SPEC M
B-LAB147,URINALYSIS WITH PH
B-LAB222777,PLASMA FREE METANEPHRINES
B-LAB225,URINE FLOW CYTOMETRY
B-LAB2DE001,"2D ECHO WITH DOPPLER"
B-LAB456789,CT SCAN UPPER ABDOMEN W/ IV CONTRAST
B-LAB555666,"CLOTTING TIME, BLEEDING TIME"
B-LAB6666411,POSTPRANDIAL BLOOD SUGAR
B-LAB777234,"2D ECHO WITH COLOR FLOW DOPPLER STUDIES"
B-LAB852963,VDRL (VENEREAL DISEASE RESEARCH LABORATORY TEST)
B-LAB888987,CT SCAN OF NECK NASOPHARYNX  WITH CONTRAST
B-LAB898989,ELECTROLYTE PANEL
B-LABBP001,"24 HRS BP MONITORING"
B-LABBP110,"24 HOURS AMBULATORY BP MONITORING"
B-MAM0011460,SONOMAMMOGRAM
B-MAM0019437,MAMMOGRAPHY
B-MAM002500,MAMMOGRAPHY TOMOSYNTHESIS
B-MRI0011091,LEFT SHOULDER MRI
B-MRI0011147,MRI LUMBAR SPINE WITH CONTRAST
B-MRI0011212,MRI HEAD PLAIN
B-MRI0011457,MRI CRANIAL W/ CONTRAST AND MRA
B-MRI0012401,MRI-BRAIN WITH CONTRAST
B-MRI001272018,MRI-LUMBAR PLAIN
B-MRI0013152,MRI KNEE LEFT PLAIN
B-MRI0013152,
B-MRI00131521,MRI PLAIN RIGHT KNEE
B-MRI0013353,MRI KNEE (ONE SIDE) (G.E)
B-MRI0013468,MRI UPPER ABDOMEN WITH MRCP WITH CONTRAST
B-MRI001356,MRI-LEFT KNEE
B-MRI0013573,MRI- LUMBOSACRAL SPINE PLAIN
B-MRI0013598,MRI - LUMBOSACRAL SPINE PLAIN
B-MRI0013624,MRI- LUMBAR PLAIN
B-MRI0013698,MRI-CERVICAL SPINE PLAIN
B-MRI0013927,MRI-RIGHT KNEE PLAIN
B-MRI0014069,"BRAIN MRI W/CONTRAST  ,BAYER GADOVIST CONTRAST"
B-MRI0014654,MRI BRAIN WITH CONTRAST
B-MRI001478501,MRI LUMBOSACRAL SPINE PLAIN
B-MRI0014862,MRI- LUMBAR SPINE PLAIN
B-MRI0014919,MRI-UPPER ABDOMEN WITH MRCP
B-MRI0015178,MRI-MRA BRAIN PLAIN
B-MRI0015181,MRI ORBIT WITH CONTRAST
B-MRI0015474,MRI-CRANIAL W/ CONTRAST
B-MRI0015656,MRI-CRANIAL PLAIN
B-MRI0016353,MRI LUMBAR SPINE
B-MRI00163530,MRI-LUMBAR SPINE PLAIN
B-MRI0016354,PLAIN MRI LUMBAR SPINE
B-MRI0016541,MRI - LUMBOSACRAL WITH CONTRAST
B-MRI0016845,MRI KNEE PLAIN
B-MRI00169325,MRI-HEAD REGULAR STUDY
B-MRI0018000,MRI-LUMBAR SPINE PLAIN
B-MRI0018405,MRI-BRAIN PLAIN
B-MRI0018970,MRI-ANKLE PLAIN
B-MRI0019,MRI-LUMBOSACRAL SPINE PLAIN
B-MRI001900302,MRI-WHOLE ABDOMEN WITH CONTRAST
B-MRI0019020,MRI-BRAIN PLAIN
B-MRI0019386,MRI LUMBOSACRAL PLAIN
B-MRI0019396,MRI OF THE LUMBOSACRAL SPINE WITH WHOLE SPINE CLEANING/SURVEY PLAIN
B-MRI0019678,"MRI THORACO  LUMBAR SPINE,  PLAIN"
B-MRI023,MRI-CRANIAL PLAIN
B-MRI12456,MRI LUMBOSACRAL AREA W/ SPINE  SCREENING
B-MYO0012342,STRESS TEST
B-MYO0012401,"12 LEAD ECG"
B-MYO0012401,
B-MYO0012801,ECG 12 LEAD
B-MYO0013164,"12 LEAD ECG"
B-MYO0013197,"24 HOURS AMBULATORY BLOOD PRESSURE MONITORING"
B-MYO0013200,"2D ECHOCARDIOGRAM WITH COLOR DOPPLER"
B-MYO0013636,"2D ECHO WITH DOPPLER"
B-MYO001389,DIPYRIDAMOLE SESTAMIBI
B-MYO0013995,ECG 12 LEAD
B-MYO0014321,"12 LEAD ECG (ELECTROCARDIOGRAM)"
B-MYO0014627,"24 HOURS HOLTER MONITORING"
B-MYO0015687,STRESS ECHOCARDIOGRAPHY
B-MYO0016363,TREADMILL STRESS TEST (BRUCE PROTOCOL)
B-MYO0016523,STRESS ECHO CARDIOGRAM
B-MYO0016598,STRESS ECHO
B-MYO0016669,"24 HOURS HOLTER MONITORING"
B-MYO0016798,CORONARY ANGIOGRAM
B-MYO0017863,"2D ECHOCARDIOGRAM"
B-MYO0018400,"2D ECHO PLAIN"
B-MYO0019975,"24 HRS HOLTER PORTABLE MONITORING"
B-NUC001,CT SCAN-CHEST WITH CONTRAST
B-NUC0012222,POST THERAPY SCAN
B-NUC0012489,THYROID SCAN
B-NUC0019685,"EMG, NCV+RNS+SFEMG (PACKAGE)"
B-NUC0019842,NUCLEAR BONE SCAN
B-PUL001,
B-PUL0010032,POLYSOMNOGRAPHY SPLIT TEST
B-PUL0012546,SPIROMETRY PRE AND POST
B-PUL002,PULMONARY FUNCTION TESTS (PFT) WITH PRE & POST BRONCHIAL DILATOR
B-RAD0009,CHEST XRAY PA
B-RAD001,CT SCAN CRANIAL (PLAIN)
B-RAD001007,XRAY ANKLE APL-O
B-RAD0010307,CHEST- XRAY APL (PEDIA)
B-RAD00106021,XRAY-FOREARM RIGHT
B-RAD0010608,XRAY-WRIST BILATERAL APL
B-RAD0011206,XRAY SHOULDER AP-TRANS VIEW
B-RAD0011212,XRAY-LEG APL
B-RAD0011241,XRAY-CHEST APL VIEW
B-RAD001136,X-RAY RIGHT FOOT APL
B-RAD0011397,XRAY- CHEST PA
B-RAD0011469,XRAY-LUMBOSACRAL SPINE AP LATERAL
B-RAD0011510,XRAY-THORACIC CAGE APL
B-RAD0011512,XRAY-CHEST AP LATERAL
B-RAD0011513,XRAY-THORACIC CAGE
B-RAD0011632,CHEST XRAY APL PEDIA
B-RAD001168,XRAY-THORACOLUMBAR SPINE APL
B-RAD0011892,XRAY LEFT KNEE APL
B-RAD0011975,XRAY-RIGHT FOOT APO
B-RAD00120792,XRAY-KNEE AP
B-RAD0012279,XRAY-RIGHT SHOULDER APL VIEW
B-RAD0012300,XRAY-THORACOLUMBAR SPINE
B-RAD00123321,XRAY-THORACOLUMBAR
B-RAD0012356,MRA INTRACRANIAL VESSELS
B-RAD0012365,XRAY-CERVICAL APL
B-RAD001249,XRAY BILATERAL LEG APL
B-RAD0012496,XRAY FOOT APO
B-RAD0012567,XRAY LUMBOSACRAL SPINE APL
B-RAD0012639,XRAY-THORACOLUMBAR APL
B-RAD00126821,XRAY RIGHT FOOT AP/LAT
B-RAD001269,CHEST XRAY PEDIA
B-RAD001272,XRAY-CHEST PAL (PEDIA)
B-RAD0012770,XRAY-THORACOLUMBAR SPINE APL
B-RAD0013030,XRAY-CHEST APL-PORTBALE
B-RAD0013100,XRAY-CHEST PA
B-RAD001317,XRAY-CHEST PA (PEDIA)
B-RAD0013369,X-RAY CHEST APL VIEW
B-RAD0013529,XRAY LEFT WRIST APL
B-RAD001357,"2D ECHO DOPPLER"
B-RAD001370,"2D ECHO WITH DOPPLER ULTRASOUND"
B-RAD00143211,XRAY-TOMO MAMMOGRAPHY
B-RAD0014349,XRAY SHOULDER AP UNILATERAL (SCAPULARY Y)
B-RAD00144445,XRAY KNEE APL STANDING
B-RAD0014512,XRAY-PARANASAL SINUSES
B-RAD00145211,XRAY-LUMBOSACRAL COMPLETE
B-RAD0014571,XRAY-CERVICAL SPINE PA LAT
B-RAD0014594,X-RAY LEFT ARM APL
B-RAD0014976,X-RAY THORACOLUMBAR SPINE APL
B-RAD00150301,XRAY-LEFT FOOT APOL
B-RAD00151113,X-RAY LEFT SHOULDER AP
B-RAD0015136,XRAY-LUMBOSACRAL APL
B-RAD0015214,"3D MAMMOGRAM"
B-RAD0015245,XRAY-CHEST SPOT VIEW
B-RAD0015268,CHEST XRAY APL
B-RAD0015330,XRAY KNEE AP/L BILATERAL
B-RAD0015350,XRAY-CHEST AP/L/O
B-RAD0015371,XRAY-KUB
B-RAD0015459,THORACIC CAGE XRAY
B-RAD0015623,X-RAY LUMBOSACRAL APL
B-RAD0015652,XRAY-CHEST APL ( PEDIA )
B-RAD0015696,XRAY-SCOUT FILM ABDOMEN
B-RAD0015882,XRAY FOOT APO LATERAL
B-RAD001589754,
B-RAD0016090,XRAY CHEST PA
B-RAD0016413,XRAY- CERVICAL NECK
B-RAD0016480,X-RAY SHOULDER AP LATERAL
B-RAD0016500,XRAY-CHEST AP (ADULT)
B-RAD0016550,XRAY-CHEST PORTABLE
B-RAD001657,XRAY - LUMBOSACRAL APL
B-RAD00168,XRAY-SHOULDER APL SCAPULAR Y VIEW UNILATERAL
B-RAD0016845,CHEST XRAY APICOLORDOTIC VIEW
B-RAD00168477,XRAY-APICOLORDOTIC VIEW
B-RAD0016893,XRAY FOOT BILATERAL
B-RAD0017001,XRAY LEG
B-RAD0017171,XRAY-AXILLARY
B-RAD0017370,XRAY-PARANASAL SINUS
B-RAD0017439,X- RAY RIGHT SHOULDER APL
B-RAD0017501,XRAY-WRIST APL-O (UNILATERAL)
B-RAD0017998,XRAY LEG APL UNILATERAL
B-RAD001802,XRAY CHEST PAL (ADULT)
B-RAD0018020,XRAY-CHEST PA
B-RAD0018022,XRAY CHEST PAL
B-RAD0018089,XRAY-CHEST APL [PEDIA]
B-RAD001808900,XRAY-CHEST AP-LAT
B-RAD0018249,XRAY-CHEST PA LAT
B-RAD00185,PORTABLE XRAY
B-RAD0018501,XRAY ABDOMEN SUPINE-UPRIGHT
B-RAD0018579,XRAY-KNEE APL BILATERAL
B-RAD00185850,XRAY-CHEST (PORTABLE)
B-RAD0018588,XRAY-CHEST PORTABLE
B-RAD0018588,
B-RAD0018634,XRAY THORACIC SPINE SERIES
B-RAD0018856,XRAY-CERVICAL APL OBLIQUE
B-RAD0018965,XRAY-LEFT KNEE
B-RAD0019005,XRAY-ABDOMEN PLAIN (AP/PA) XRPN
B-RAD0019354,X-RAY LEFT SHOULDER AP Y-VIEW
B-RAD0019369,CORONARY ANGIOGRAM WITH PF
B-RAD0019728,XRAY LUMBOSACRAL AP/L
B-RAD00197882,XRAY-WRIST APL
B-RAD0019789,XRAY THORACO LUMBAR APL
B-RAD0019801,XRAY PLAIN ABDOMEN UPRIGHT SUPINE
B-RAD0019823,XRAY-KNEE (RIGHT)
B-RAD0019835,X-RAY CHEST AP/PA
B-RAD0019856,XRAY-THORACOLUMBAR AP
B-RAD0019876,XRAY-EXTRA FILM
B-RAD0019979,XRAY RIGHT SHOULDER APL
B-RAD001999,XRAY KNEE APL SUNRISE VIEW
B-RAD0019999,XRAY KNEE APL
B-RAD002,XRAY-THIGH
B-RAD0022,XRAY-CHEST APL
B-RAD002369,XRAY- RIGHT FOOT APL OBLIQUE
B-RAD0025,LUMBOSACRAL XRAY
B-RAD002911,XRAY-PELVIS AP
B-RAD012,X-RAY ARM
B-RAD0198,XRAY- LUMBO SACRAL APL / OBLIQUE
B-RAD020,XRAY-CHEST PA
B-RAD02012,CHEST XRAY PA + APICOLORDOTIC
B-RAD02023,XRAY-CHEST PA UPRIGHT
B-RAD021,XRAY-CERVICAL SPINE
B-RAD0258,XRAY-CHEST PA PORTABLE
B-RAD028,XRAY-CHEST PAL
B-RAD0918981,XRAY BOTH SHOULDER/CLAVICLE
B-RAD0918994,XRAY BILATERAL KNEE
B-RAD092,XRAY THORACOLUMBAR APL
B-RAD1001,XRAY BOTH KNEE AXIAL VIEW
B-RAD1204,XRAY-PELVIC AP BILATERAL
B-RAD123,XRAY CHEST APL
B-RAD1233,XRAY CHEST PAL
B-RAD123401,XRAY CHEST AP PORTABLE VIEW
B-RAD123490,XRAY CHEST AP PORTABLE
B-SP001,URINE CULTURE & SENSITIVITY WITH ARD
B-URIC001,URIC ACID
B-URO001,URINE CULTURE & SENSITIVITY WITH ARD
B-URO0011975,EXTRACORPOREAL SHOCK WAVE LITHOTRIPSY (ESWL)
B-UTZ0011660,CT STONOGRAM W/ CONTRAST
B-UTZ0011666,CT STONOGRAM W/ CONTRAST
B-UZ0004,ULTRASOUND-KUB W/ PROSTATE
B-UZ00102039,ULTRASOUND WHOLE ABDOMEN
B-UZ00110148,ULTRASOUND-AXILLARY
B-UZ0011110,
B-UZ00112310,ULTRASOUND-KUB
B-UZ00112312,KUB ULTRASOUND WITH PROSTATE
B-UZ001128997,ULTRASOUND-MUSCULOSKELETAL RIGHT ELBOW
B-UZ0011550,ULTRASOUND-WHOLE ABDOMEN
B-UZ001155000,ULTRASOUND WHOLE ABDOMEN-STAT
B-UZ0011887,ULTRASOUND-SCROTAL
B-UZ0011931,ULTRASOUND- TRANSVAGINAL
B-UZ0011999,ULTRASOUND- TRANSVAGINAL
B-UZ0012,ULTRASOUND NECK
B-UZ0012030,ULTRASOUND-UPPER ABDOMEN
B-UZ0012233,WHOLE ABDOMINAL ULTRASOUND
B-UZ0012396,DOPPLER VELOCIMETRY
B-UZ0012397,ULTRASOUND- INGUINAL SCROTAL WITH DOPPLER
B-UZ0012401,ULTRASOUND-THYROID
B-UZ0012487,ULTRASOUND LIVER
B-UZ0012538,ULTRASOUND-HBT (HEPATOBILIARY TREE) WITH PANCREAS
B-UZ0012589,CAROTID DUPLEX STUDY
B-UZ0012641,(HEPATOBILIARY TRACT) HBT ULTRASOUND
B-UZ0012705,ULTRASOUND CHEST
B-UZ0012852,ULTRASOUND WHOLE ABDOMEN WITH PROSTATE
B-UZ0012883,ULTRASOUND-SCROTAL
B-UZ0013,KUB ULTRASOUND
B-UZ0013479,ULTRASOUND- AXILLARY
B-UZ0013940,ULTRASOUND KUB AND PROSTATE WITH POST VOID RESIDUAL URINE DETERMINATION
B-UZ001395,ULTRASOUND OF KUB WITH PROSTATE
B-UZ0014,ULTRASOUND KUB WITH PROSTATE
B-UZ0014045,ULTRASOUND-THYROID
B-UZ0014174,ULTRASOUND KUB
B-UZ001447842,ULTRASOUND-HBT WITH PANCREAS AND KIDNEY
B-UZ0014589,ULTRASOUND- HBT AND PANCREAS
B-UZ0014682,ULTRASOUND-WHOLE ABDOMEN
B-UZ0014739,ULTRASOUND- LIVER
B-UZ0014976,ULTRASOUND- BREAST BILATERAL
B-UZ0014988,ULTRASOUND - PROSTATE
B-UZ0015,ULTRASOUND PELVIC
B-UZ0015289,ULTRASOUND WHOLE ABDOMEN WITH APPENDIX
B-UZ0015412,TRANSRECTAL SONOGRAPHY
B-UZ0015689,"2D ECHO"
B-UZ0016328,ULTRASOUND-CHEST
B-UZ0016497,ULTRASOUND- KUB
B-UZ0016679,ULTRASOUND- BREAST
B-UZ0017712,ULTRASOUND-INGUINO SCROTAL WITH DOPPLER
B-UZ0017777,INGUINOSCROTAL UTZ WITH DOPPLER
B-UZ0017852,ULTRASOUND-INGUINO SCROTAL
B-UZ0017964,ULTRASOUND THYROID GLAND
B-UZ0018413,ULTRASOUND-KUB WITH PROSTATE WITH POST VOID
B-UZ0018523,ULTRASOUND-SOFT TISSUE
B-UZ0019137,VENOUS AND ARTERIAL DUPLEX SCAN LOWER EXTREMITIES
B-UZ0019394,ULTRASOUND - COLOR DOPPLER
B-UZ001951,"ULTRASOUND-GALL BLADDER, LIVER, PANCREAS"
B-UZ002,ULTRASOUND TRANSRECTAL
B-UZ007,KUB WITH PROSTATE ULTRASOUND
B-UZ008,ULTRASOUND-KIDNEY URINARY BLADDER (KUB)
B-UZ009,ULTRASOUND HBT (HEPATO BILIARY TREE)
B-UZ010,ULTRASOUND-HBT
B-UZ011,BREAST ULTRASOUND BILATERAL
B-UZ013,ULTRASOUND-ARTERIAL AND VENOUS DUPLEX SCAN OF LOWER EXTREMITIES
B-UZ028,ULTRASOUND-LIVER AND GALLBLADDER
B-UZ056,ULTRASOUND-KUB WITH PROSTATE
B-UZ21547810,ULTRASOUND-ARTERIAL VENOUS DUPLEX SCAN OF RIGHT LOWER EXTREMITY
B-UZBPS001,ULTRASOUND-BIOPHYSICAL SCORING
B-UZLGP001,ULTRASOUND-LIVER-GALLBLADDER-PANCREAS ( LGP )
BC000010,MAMMOGRAM
BC00002,SONOMAMMOGRAM BILATERAL
BC00003,SONOMAMMOGRAM UNILATERAL
BC00004,BREAST ULTRASOUND - UNILATERAL
BC000040,BREAST ULTRASOUND UNILATERAL
BC00039,ULTRASOUND-AXILLA UNILATERAL
BC00043,MAMMOGRAPHY-SPECIMEN RADIOGRAPH
BC00053,ULTRASOUND-BREAST & DIGITAL MAMMOGRAPHY PACKAGE
BC00055,ADDITIONAL MAMMOGRAM VIEW
BC00079,FINE NEEDLE ASPIRATION BIOPSY BREAST (UNILATERAL)
BC00082,CONE DOWN PROCEDURE
BC00083,MAMMOTOME BREAST BIOPSY PACKAGE
BC00089,MAMMOTEST BIOPSY
BC00095,MAMMOGRAPHY WITH SONOMAMMOGRAPHY
BC00097,"FINE NEEDLE ASPIRATION BIOPSY, BREAST"
BC00113,BREAST TOMOSYNTHESIS
BC00114,DIGITAL MAMMOGRAPHY WITH TOMOSYNTHESIS
BC0011456,DIGITAL MAMMOGRAM/TOMO PACKAGE
BC00135,DIGITAL MAMMOGRAPHY WITH 3D TOMOSYNTHESIS
BC00137,BILATERAL SCREENING MAMMOGRAPHY
BC00138,BILATERAL SONOMAMMOGRAPHY
BC00139,SUPPLEMENTARY MAMMOGRAPHIC VIEWS
BC00140,BREAST MAMMOGRAPHY
BC00157,BREAST PANEL 1 -TISSUE IHC
BC00159,ULTRASOUND GUIDED CORE NEEDLE BIOPSY BREAST B
BC00168,MAMMOGRAM-2D AND 3D W/ ULTRASOUND COMBO (BC)
BC00174,MAMMOTOME BREAST VACUUM BIOPSY PACKAGE
BLAB258963,SLEEP STUDY (SPLIT TYPE)
BMYO00156578,"24 HOUR HOLTER MONITORING"
BO350,ACUTE CARE STABILIZATION - URGENT CARE
CID0001,(RA/RF) RHEUMATOID ARTHRITS/RHEUMATOID FACTOR WITH DILUTION
CID0005,URINE ALBUMIN
CID0006,INORGANIC PHOSPHORUS
CID0008,CULTURE AND SENSITIVITY-DISCHARGES
CID0014,XRAY-ABDOMEN SUPINE AND LATERAL
CID0018,XRAY-HIP JOINT AP
CID0019,XRAY-HIP JOINT APL
COVID19-012,COVID-19 RAPID ANTIBODY TEST (IGG/IGM)
COVID19-03,COVID-19 RT-PCR SWAB TEST
COVID19-03.003,COVID 19 CARTRIDGE BASED SWAB TEST
COVID19-04,COVID-19 RAPID ANTIGEN TEST
COVID19-04 STAT,COVID-19 RAPID ANTIGEN TEST (STAT)
CT-1234,CT STONOGRAM-STAT
CT003,CT SCAN - WHOLE ABDOMEN - EMERGENCY
CT014,CT SCAN - HEAD / CRANIAL
CT0142,CT SCAN - BRAIN ANGIO
CT021364,TRANSVAGINAL SCAN (TVS)
CT0314002,CT SCAN - LUMBOSACRAL W/  CONTRAST
CT0314004,CT SCAN - MASTOID PLAIN
CT0314005,CT SCAN - MASTOID W/ CONTRAST
CT0314006,CT SCAN - PARANASAL SINUSES W/ CONTRAST
CT0314007,CT SCAN-STONOGRAM W/CONTRAST
CT0324003,CT SCAN-KIDNEYS (PLAIN)
CT0324004,CT SCAN-KIDNEYS (CONTRAST)
CT0324019,CT SCAN-EXTREMITIES (PLAIN)
CT03241014,CT-SCAN EXTREMITIES PLAIN
CT0429007,CT SCAN-CTA BRAIN
CT0429015,CT SCAN-CTA THORACIC AORTA
CT0429021,CT SCAN-HYPOALLERGENIC DYE (HEAD AND CHEST)
CT0429033,CT SCAN - PARANASAL SINUSES
CT0429038,CT SCAN-THYROID AND NECK
CT0429039,CT SCAN-UPPER ABDOMEN (TRI-PHASE)
CT0429040,CT SCAN-UROGRAPHY
CT0429042,CT SCAN-WHOLE ABDOMEN (TRI-PHASE)
CT0429043,"CT SCAN-WHOLE ABDOMEN TRIPLE CONTRAST (ORAL, IV, AND RECTAL CONTRAST MEDIUM)"
CT0498695,CT SCAN-NECK AND CHEST W/ CONTRAST
CT0512009,"CT SCAN-ORBITS, CORONAL PLAIN"
CT0512010,"CT SCAN-ORBITS, CORONAL/AXIAL PLAIN"
CT0512011,CT SCAN-BRAIN WITH CONTRAST
CT0512012,CT SCAN-BRAIN PLAIN
CT052,CT SCAN-FACIAL TRAUMA
CT055,"CT SCAN-NASOPHARYNX NECK, CHEST & ABDOMEN"
CT056,CT SCAN-ORAL CONTRAST
CT058,CT-CALCIUM SCORING-CORONARY ARTERIES
CT0609016,CT SCAN WITH CT ANGIOGRAM-HEAD/BRAIN WITH CONTRAST
CT0609028,CT ANGIO HEAD
CT0609052,CT-CALCIUM SCORING
CT0609056,CT-STONOGRAM
CT0609056001,CT-STONOGRAM WITH 3D AND CONTRAST
CT064,CT SCAN-UROGRAM WITH CONTRAST
CT0705002,CT SCAN-CRANIAL PLAIN AND CONTRAST
CT0705025,CT SCAN-CRANIAL PLAIN
CT079,CT SCAN-NECK AND PARANASAL SINUSES WITH CONTRAST
CT0809001,CT SCAN-SHOULDER (UNILATERAL)
CT0809002,CT SCAN-SHOULDER WITH CONTRAST
CT0809010,CT SCAN - ELBOW
CT0809024,CT SCAN-FOOT
CT0809025,CT SCAN - FOOT WITH CONTRAST
CT0809029,CT SCAN - CERVICAL SPINE WITH CONTRAST
CT0809030,CT SCAN - LUMBAR SPINE WITH CONTRAST
CT0809031,CT SCAN - PELVIS
CT0809032,CT SCAN - PELVIS WITH CONTRAST
CT0809037,CT SCAN - CERVICAL SPINE
CT081,CT SCAN - WHOLE ABDOMEN WITH DOUBLE CONTRAST
CT0816016,CT SCAN - ORAL CAVITY - PLAIN
CT096,CT SCAN-THORACIC AORTOGRAM
CT098,CT SCAN-MANDIBLE W/ CONTRAST
CT099,CT SCAN-CHEST AND MEDIASTENUM
CT100,"CT SCAN-LIVER,GALLBLADDER"
CT10007,CT SCAN-WHOLE ABDOMEN TRIPHASE (CVD)
CT10035,CT WHOLE ABDOMEN (TRI-PHASE) WITH TRIPLE CONTRAST WITH CONTRAST
CT10141,CT SCAN STAT - OFC HRS (CT)
CT10154,CT SCAN-CHEST AND UPPER ABD. PLAIN
CT10156,CT SCAN-CHEST PLAIN & CONTRAST
CT10180,CT SCAN-WHOLE ABDOMEN PLAIN & TRIPLE CONTRAST
CT10184,CT SCAN-HEAD CRANIAL PLAIN W/BONE WINDOW
CT10186,CT SCAN-ORAL CAVITY/NASOPHARYN/NECK W/CONTRAST
CT10199,CT SCAN-CHEST WITH CONTRAST-PERSPECTIVE
CT10211,CTSCAN - CHEST (CE)
CT10232,PET/CT WITH CONTRAST
CT10247,CT SCAN - WHOLE ABDOMEN TRIPLE CONTRAST
CT10248,CT PLANNING FEE-IMRT SIMPLE CENTER
CT10261,CT SCAN (HIGH RESOLUTION)
CT10368,CT SCAN-TRIPHASE WHOLE ABDOMEN CT SCAN
CT10372,CT SCAN-WHOLE ABDOMEN ORAL AND IV CONTRAST
CT10373,"CT SCAN-WHOLE ABDOMEN RECTAL, ORAL AND IV CONTRAST"
CT10374,CT SCAN-WHOLE ABDOMEN W/ IV CONTRAST ONLY
CT10375,CT SCAN-WHOLE ABDOMEN W/ ORAL CONTRAST ONLY
CT10550,CTSCAN - BRAIN WITHOUT CONTRAST-PERSPECTIVE
CT10583,CT STONOGRAM
CT10702,CT SCAN-THORACO -ABDOMINAL
CT10734,CHEST CT-SCAN W/ CONTRAST - 51 - 100KG
CT10741,CORONARY ARTERIES - CT ANGIO W CALCIUM SCORING OVE
CT10799,NECK/NASOPHARYNX CT-SCAN W/ CONTRAST - 50KG
CT10800,NECK/NASOPHARYNX CT-SCAN W/ CONTRAST - 51 - 100KG
CT10866,WHOLE ABDOMEN (TRIPHASE & TRIPLE) W/ POWER INJECTOR CONTRAST 50-100KG
CT10869,WHOLE ABDOMEN CT-SCAN W/ CONTRAST - 50KG
CT10870,WHOLE ABDOMEN CT-SCAN W/ CONTRAST - 51 - 100KG
CT10871,WHOLE ABDOMEN CT-SCAN W/ CONTRAST - OVER 100KG
CT10904,"CT SCAN-WHOLE ABDOMEN WITH ORAL, RECTAL AND IV CONTRAST (TRIPLE CONTRAST)"
CT10910,CT SCAN-BRAIN W/O CONTRAST-DRIVE
CT11122,CT SCAN-CHEST WITH CONTRAST-DRIVE
CT11166,F-18 FDG PET/CT SCAN WITH CONTRAST
CT11191,CT SCAN-WHOLE ABDOMEN IV (CM STUDY)
CT11211,CT SCAN-UROGRAM/NEPHROGRAM
CT11241,CT SCAN-FDG PET/CT W/ IV CONTRAST
CT11246,CT SCAN-BRAIN WITH CONTRAST STAT
CT11247,CT SCAN-WHOLE ABDOMEN/PELVIS WITH 3-IOHEXOL TIPPLE CONTRAST
CT11252,CT SCAN-CRANIAL AND CERVICAL W/ 3D W /O CONTRAST
CT11464,CTSCAN - WHOLE ABDOMEN TRIPHASIC WITH RECTAL CONTRAST
CT11465,CTSCAN - WHOLE ABDOMEN TRIPLE PHASE AND TRIPLE CONTRAST
CT11488,NUC-ISO GFR SCAN (POOLING)
CT11489,NUC-GFR SCAN (POOLING)
CT121,CT SCAN-CRANIAL BONE WINDOW
CT12122,CT SCAN - CRANIAL WITH BONE WINDOW
CT1254456,CT SCAN-BRAIN PLAIN
CT1531,CT SCAN-PELVIC
CT2012,CT SCAN-CHEST WITH CONTRAST
CT206,CT SCAN-LIVER TRIPHASIC WITH CONTRAST
CT239,CT SCAN-CARDIAC SCORING
CT241,CT SCAN-CHEST WITH HRCT SCAN
CT266,CT SCAN-HEAD (STAT)
CT267,CT SCAN - CHEST CONTRAST (PACKAGE)
CT269,CT SCAN-LIVER TRIPHASIC
CT271,CT SCAN-NECK (PLAIN AND CONTRAST) PACKAGE
CT273,CT SCAN-CORONARY ANGIOGRAPHY
CT277,CT SCAN-CT ANGIOGRAPHY BRAIN
CT30011,CT SCAN OF CHEST PLAIN AND WITH CONTRAST
CT306,CT SCAN-4 PHASED DYNAMIC LIVER SCAN
CT309,CT SCAN CHEST AND WHOLE ABDOMEN W/CONTRAST
CT311,CT SCAN-CTA ABDOMEN WITH CONTRAST
CT314,CT SCAN-CTA CORONARY ARTERIES WITH CONTRAST
CT319,CT SCAN-CTA THORACIC AORTA WITH CONTRAST
CT326,CT SCAN NASOPHARYNX AND NECK WITH CONTRAST
CT327,CT SCAN-NECK AND CHEST WITH CONTRAST
CT329,CT- TEMPORAL HIGH RESOLUTION WITH CONTRAST
CT330,CT SCAN-THYROID AND NECK WITH CONTRAST
CT333,CT UPPER ABDOMEN TRI-PHASE WITH CONTRAST
CT334,CT SCAN-UROGRAPHY WITH CONTRAST
CT338,CT SCAN-WHOLE ABDOMEN (TRI-PHASE) WITH CONTRAST
CT339,CT SCAN-CHEST AND UPPER ABDOMEN WITH CONTRAST
CT34100,CT SCAN-POST PROCESSING FEE
CT343,CT SCAN-LIVER TRIPHASIC WITH CONTRAST (PACKAGE)
CT3470,CT-SCAN UPPER ABDOMEN WITH ORAL CONTRAST
CT3480,CORONARY ANGIOGRAM PACKAGE
CT3487,CT SCAN-HYPOALLERGENIC DYE (ABDOMEN AND EXTREMITIES)
CT3491,CT SCAN - BRAIN/HEAD/CRANIAL - FILM (14X17)
CT3500,CT SCAN-ANGIO RENAL
CT3506,CT SCAN-BRAIN/CRANIAL – STAT
CT3515,CT SCAN-CRANIAL W/ BONE SETTING
CT3517,CT SCAN - KUB WITH CONTRAST
