"cptcode","cptdesc"
B-CTS001,CRANIAL CT SCAN WITH CONTRAST
B-CTS002,CT SCAN-CRANIAL
B-END0017468,GASTROSCOPY
B-END0018456,GASTROSCOPY AND COLONOSCOPY PACKAGE
B-EY0012000,OCT ( OPTICAL COHERENCE TOMOGRAPHY )-MACULA (BOTH EYES)
B-EY0015274,"GLAUCOMA PACKAGE (VISUAL FIELD PERIMETRY,  OCT (OPTICAL COHERENT TOMOGRAPHY) OPTIC DISC,  FUNDOS PHOTO )"
B-EY0015796,PERIMETRY BOTH EYES
B-LAB-0001,FASTING BLOOD SUGAR (FBS)
B-LAB-STAT00012,ULTRASOUND-INGUINAL SCROTAL WITH DOPPLER - STAT
B-LAB-STAT0011,PHLEBOTOMY AND SPECIMEN PROCESSING CHARGE
B-LAB-STAT0013636,URINALYSIS STAT
B-LAB-STAT002,TIBC(TOTAL IRON BINDING CAPACITY)-STAT
B-LAB-STAT004,TOTAL IRON BINDING CAPACITY
B-LAB-STAT007,APTT (ACTIVATED PARTIAL THROMBOPLASTIN TIME)
B-LAB-STAT009,PAPSMEAR
B-LAB-STAT123,STOOL ROUTINE STAT
B-LAB00001,PROTIME
B-LAB0000213,X-RAY PELVIS APL
B-LAB0000215,X-RAY KNEE (UNILATERAL)
B-LAB0001,RHEUMATOID FACTOR
B-LAB00012,CALCIUM
B-LAB000122,ARTERIAL DUPLEX SCAN OF LOWER EXTREMITIES
B-LAB000136,TRANSFERRIN
B-LAB0002,XRAY-KNEE UNILATERAL
B-LAB00021,ULTRASOUND OF NECK
B-LAB00036,DENGUE DUO
B-LAB0007017,SERUM VITAMIN D3 LEVEL
B-LAB0008521,XRAY-THORACOLUMBOSACRAL APL
B-LAB001,ANTI-THYROID PEROXIDASE
B-LAB0010001,XRAY ABDOMINAL UPRIGHT SUPINE
B-LAB0010003,DENGUE TRIO(DENGUE IGG IGM DENGUE NS1)
B-LAB0010004,INDIRECT BILIRUBIN
B-LAB0010012,XRAY ABDOMINAL  PLAIN  ( FLAT )
B-LAB0010032,BICARBONATE
B-LAB001009,STRESS ECHOCARDIOGRAM
B-LAB0010099,STRESS TEST/ECHOCARDIOGRAM
B-LAB00101,XRAY ABDOMINAL UPRIGHT AND SUPINE
B-LAB0010101.1,SPIROMETRY PRE AND POST
B-LAB0010121,CK TOTAL [CREATININE KINASE]
B-LAB0010123,SPUTUM GENEXPERT MTB/RIF
B-LAB0010203,URINE GRAM STAIN AND CULTURE SENSITIVITY
B-LAB00102401,PROTHROMBIN TIME WITH INR
B-LAB0010317,CULTURE AND SENSITIVTY
B-LAB0010322,H-PYLORI
B-LAB0010531,ESTROGEN/ ESTRODIOL
B-LAB0010579,TPAG
B-LAB0010601,TB GENEXPERT
B-LAB001068,KUB ULTRASOUND PRE AND POST VOID
B-LAB0010696,H-PYLORI TEST
B-LAB0010709,MTB GENEXPERT SPUTUM
B-LAB0011,PURIFIED PROTEIN DERIVATIVE
B-LAB0011000,CYTOPATHOLOGY
B-LAB0011008,URINE CULTURE SENSITIVITY AND  GRAMSTAINING-STAT
B-LAB0011020,FT3 RIA
B-LAB0011024,URINE ALBUMIN CREATININE RATIO
B-LAB0011059,URINE CULTURE SENSITIVITY
B-LAB00111112940,KUB UTZ WITH PRE VOID AND POST VOID URINE VOLUME
B-LAB0011121,PDL-1(SEND OUT)
B-LAB0011127,CKMB
B-LAB00111417,LDL (LOW-DENSITY LIPOPROTEIN)
B-LAB00111474,ANTI-THYROXINE PEROXIDASE
B-LAB0011156,FACTOR V LEIDEN
B-LAB00111728,HGT
B-LAB0011207,URINE CULTURE AND SENSITIVITY
B-LAB0011211,ACID FAST BACILLI (AFB)
B-LAB0011213,HSCRP (HIGH-SENSITIVITY C-REACTIVE PROTEIN
B-LAB001122,CREATININE KINASE MM (CK-MM)
B-LAB00112317,XRAY-ANKLE APO
B-LAB00112327,DENGUE IGM IGG
B-LAB0011238,"2D ECHO W/ DOPPLER"
B-LAB0011247,FT4
B-LAB0011254,URINE MICRO ALBUMIN RATIO
B-LAB0011271,ASO TITTER
B-LAB0011301,DOBUTAMINE STRESS ECHO
B-LAB0011324,GRAM STAIN-VAGINAL DISCHARGE
B-LAB0011400,"LIVER FUNCTION TEST  (SGPT, SGOT, ALKALINE PHOSPHATASE, TOTAL BILIRUBIN, B1 B2, & TPAG)"
B-LAB0011406,"24 HOUR HOLTER MONITORING"
B-LAB0011414,NASAL SWABS GRAM STAIN CULTURE SENSITIVITY
B-LAB0011427,HIGH SENSITIVITY C-REACTIVE PROTEIN
B-LAB0011428,THORACOLUMBAR X-RAY APL
B-LAB00114317,FOOT XRAY APO
B-LAB00114337,ANTI ANTI-DOUBLE STRANDED DNA (ANTI-DSDNA) IMMUNOGLOBULIN G (IGG) IMMUNOGLOBULIN M (IGM)
B-LAB001144,URINE FLOW CYTOMETRY
B-LAB0011473,ANTI SMOOTH MUSCLE ANTIBODY
B-LAB0011512,BIOPHYSICAL SCORING
B-LAB0011515,CHLORIDE STAT
B-LAB0011526,THYROID TRANSCRIPTION FACTOR 1
B-LAB0011548,HBSAG
B-LAB0011549,IONIZED MAGNESIUM
B-LAB0011563,CARDIAC MONITORING
B-LAB00115631,"12 HOURS CARDIAC MONITORING"
B-LAB0011579,ROUTINE URINALYSIS
B-LAB0011617,DENGUE IGG /IGM
B-LAB0011700,(RBS) RANDOM BLOOD SUGAR
B-LAB0011718,WOUND GRAM STAIN CULTURE SENSITIVITY
B-LAB001174,URINE ALBUMIN CREA-RATIO
B-LAB0011819,DENGUE IGG
B-LAB0011844,KUB ULTRASOUND W/ POST VOID RESIDUAL
B-LAB0011900,D-DIMER TEST
B-LAB001191,ANTISTREPTOLYSIN O (ASO) TITER
B-LAB0011919,THYROGLOBULIN
B-LAB0011943,XRAY-NECK APL
B-LAB0011945,CREATININE STAT
B-LAB00119560,IMMUNOHISTOCHEMICAL STAINING WITH S100 IN SPECIMEN D + PF
B-LAB0011976,FT4 RIA
B-LAB0012000,DIRECT AND INDIRECT BILIRUBIN
B-LAB0012003,SPUTUM CULTURE AND SENSITIVITY
B-LAB0012007,SPUTUM AFB *2 EXAM
B-LAB0012012,SERUM (K) POTASSIUM
B-LAB0012027,TRANSVAGINAL ULTRASOUND
B-LAB0012030,ACTH (ADRENOCORTICOTROPIC HORMONE)
B-LAB0012031,ESTROGEN/PROGESTERONE HER2 NEU
B-LAB0012034,THYROID RECEPTOR ANTIBODY (TRAB)
B-LAB0012047,"24 HOUR URINE PROTEIN CREATININE"
B-LAB0012065,PAPS SMEAR WITH  EXTRACTION FEE
B-LAB0012108,TREADMILL STRESS TEST(BRUCE PROTOCOL)
B-LAB00121125,EMG NCV
B-LAB0012124,X-RAY RIGHT FEMUR APL
B-LAB00122,DENGUE TEST:IGG IGM
B-LAB001220,SERUM ELECTROLYTE
B-LAB001222,TRADMILL STRESS ECHOCARDIOGRAM
B-LAB0012245,XRAY RIGHT ANKLE MORTISE
B-LAB0012299,(POST BUN) POST BLOOD UREA NITROGEN
B-LAB0012327,BONE SCAN
B-LAB0012345,CT SCAN KIDNEY WITH CONTRAST
B-LAB00123451,BLOOD ALIQUOTING
B-LAB0012367,TSH IRMA
B-LAB0012369,FETAL NON STRESS TEST
B-LAB0012380,"24 HOUR AMBULATORY BP MONITORING"
B-LAB0012398,TOTAL IGE
B-LAB0012401,DENGUE BLOT
B-LAB0012413,MG (MAGNESIUM)
B-LAB0012414,"24 HR  AMBULATORY BP MONITORING"
B-LAB0012429,"24 HOURS AMBULATORY BP MONITORING"
B-LAB0012443,TOTAL BILIRUBIN
B-LAB0012457,SPUTUM KOH
B-LAB0012476,ROUTINE STOOL -STAT
B-LAB0012487,BLEEDING TIME
B-LAB0012500,HBT ULTRASOUND
B-LAB0012505,SPUTUM ACID- FAST BACILLI (AFB) 3X
B-LAB00125451,SPUTUM TUBERCULOSIS (TB) LAMP
B-LAB001256,SERUM KETONE BLOOD (QUALITATIVE)
B-LAB001258,MUSCULOSKELETAL UTZ
B-LAB0012589,"PLASMA RENIN ACTIVITY,"
B-LAB0012696,PROSTATE SPECIFIC ANTIGEN (PSA) WITH TITER
B-LAB0012700,HEPATOBILIARYTREE (HBT)
B-LAB0012738,HBCAB
B-LAB00127963,SPUTUM GENE XPERT
B-LAB00128,XRAY LEFT FOOT AP LAT
B-LAB001280,HELICOBACTER (H. PYLORI)
B-LAB0012801,POST PRANDIAL BLOOD SUGAR
B-LAB001281,KUB PROSTATE ULTRASOUND
B-LAB00128461,DIRECT SPUTUM SMEAR 2X
B-LAB0012849,HBSAG WITH TITER
B-LAB0012856,"CHEM 8 (FBS, BUN, CREA, LIPID PROFILE, BUA)"
B-LAB0012874,UROFLOWMETRY
B-LAB00128969,"24 HR AMBULATORY MONITORING"
B-LAB001289710,"24 HR AMBULATORY BP MONITORING"
B-LAB0012940,HBCAB IGM
B-LAB0012977,HISTOPATH
B-LAB0013030,STONE PACKAGE (CBC CREA UA BUN CALCIUM URINE  STONOGRAM)
B-LAB0013147,GENE EXPERT
B-LAB00132,SPUTUM CULTURE AND SENSITIVITY
B-LAB0013265,SPUTUM AFB SMEAR X2
B-LAB00133,SPUTUM GRAM STAINING
B-LAB001333,TREADMILL STRESS ECHOCARDIOGRAM
B-LAB0013333,(CRP)C-REACTIVE PROTEIN WITH DILUTION
B-LAB0013365,ERYTHROCYTE SEDIMENTATION RATE (ESR)
B-LAB0013400,ANTI CARDIOLIPIN-IGG
B-LAB0013403,EEG (ELECTROENCEPHALOGRAM)
B-LAB0013467,IMMUNOHISTOCHEMISTRY
B-LAB0013486,HBV DNA QUANTITATIVE BY PCR
B-LAB0013498,HUMAN IMMUNODEFICIENCY VIRUS (HIV) 1&2
B-LAB0013500,HOLTER MONITORING 24 HOUR
B-LAB0013542,TOTAL BILIRUBIN (DIRECT AND INDIRECT BILIRUBIN)
B-LAB0013561,HUMAN EPIDIDYMIS PROTEIN 4 (HE4)
B-LAB0013569,CULTURE AND SENSITIVITY - SPUTUM
B-LAB0013575,TOTAL CK MM
B-LAB0013591,CK MM
B-LAB0013646,PROTIME WITH INR
B-LAB0013648,CK20 (CYTOKERATIN 20)
B-LAB00136497,CPKMB
B-LAB0013655,ANTI HAV IGM
B-LAB0013663,SPOT URINE ALBUMIN CREA RATIO
B-LAB00136781,ANTI HAV
B-LAB001369,FINE NEEDLE ASPIRTION BIOPSY (FNAB)
B-LAB0013695,CALDESMON
B-LAB001375,"TOTAL BILIRUBIN, B1, B2"
B-LAB0013917,SPUTUM AFB X3
B-LAB0013969,EMG NCV UPPER EXTREMITIES RIGHT
B-LAB0013990,"2D ECHO WITH CFDS"
B-LAB0014004,CAPILLARY BLOOD GLUCOSE (CBG)
B-LAB0014136,HBSAG (HEPA B) SCREENING
B-LAB0014139,(PTH) PARATHYROID HORMONE INTACT
B-LAB0014141,ANTI TG THYROGLOBOLLIN
B-LAB0014142,ANTI TG/ ANTI THYROGLOBULIN
B-LAB0014179,(BUN) BLOOD UREA NITROGEN
B-LAB0014253,CANCER ANTIGEN 15.3
B-LAB0014348,CULTURE AND SENSITIVITY:  WOUND DISCHARGE
B-LAB0014400,ALKALINE PHOSPHATASE
B-LAB0014431,(TSH) THYROID STIMULATING HORMONES
B-LAB0014445,AMBULATORY BP MONITORING
B-LAB00145,MRI CERVICAL SPINE WITH CONTRAST
B-LAB0014527,SPUTUM AFB *2
B-LAB00145301,SERUM TPAG
B-LAB0014545,THYROGLOBULIN
B-LAB0014556,"2D ECHO PLAIN"
B-LAB0014574,COMPLEMENT 3
B-LAB0014586,ELECTROENCEPHALOGRAM (EEG)
B-LAB0014600,SERUM CREATININE
B-LAB0014601,URINE CREATININE
B-LAB0014679,(BUA) BLOOD URIC ACID
B-LAB0014699,SERUM KETONE
B-LAB0014712,HISTOPATH SMALL
B-LAB0014719,HISTOPATH SMALL BIOPSY
B-LAB0014747,VITAMIN D
B-LAB00147560,"17 ALPHA HYDROXYPROGESTERONE"
B-LAB0014856,INTACT PTH
B-LAB0015046,SODIUM AND POTASSIUM
B-LAB0015148,URINE CULTURE
B-LAB0015207,RANDOM URINE CREATININE
B-LAB0015214,HOLTER MONITORING
B-LAB0015256,PRE BUN (BLOOD UREA NITROGEN)
B-LAB0015263,URINE CS WITH ARD
B-LAB001526300,URINE CULTURE & SENSITIVITY
B-LAB0015266,"2D ECHO WITH COLOR FLOW DOPPLER"
B-LAB0015269,OCT MACULA
B-LAB0015286,CPK-MB ISOENZYME
B-LAB0015287,GENEXPERT TB TEST
B-LAB001533,XRAY-KNEE BILATERAL SUNRISE VIEW
B-LAB001539,X-RAY OF KNEE BILATERAL APL WITH SUNRISE VIEW
B-LAB0015401,CREATININE ASSAY
B-LAB0015418,PULSE OXIMETER
B-LAB0015454,FREE PSA
B-LAB0015469,ANTI HBS (HEPATITIS B SURFACE)
B-LAB0015487,RANDOM POTASSIUM
B-LAB0015488,SERUM POTASSIUM
B-LAB0015555,SPUTUM TB GENE EXPERT
B-LAB0015563,ACTIVATED PARTIAL THROMBOPLASTIN TIME
B-LAB0015571,SERUM URIC ACID
B-LAB0015574,RBS
B-LAB0015579,HBA1C
B-LAB0015587,DIALYSIS PANEL 8 (CBC CREATININE POTASSIUM)
B-LAB0015593,LIQUID BASED PAPSMEAR
B-LAB00156,TRIIODOTHYRONINE (T3)
B-LAB0015633,C REACTIVE PROTEIN TEST
B-LAB0015670,MRI RIGHT KNEE WITH CONTRAST
B-LAB0015685,RANDOM URINE ALBUMIN CREATINE RATIO
B-LAB00157,T4
B-LAB0015716,RANDOM URINE PROTEIN CREATININE RATIO
B-LAB0015782,ANTI DSDNA
B-LAB00158,THYROID STIMULATING HORMONE (TSH)
B-LAB0015824,ESTROGEN RECEPTOR/PROGESTERONE RECEPTOR TEST
B-LAB0015825,ACID FAST BACILLI
B-LAB0015826,TOTAL CHOLESTEROL
B-LAB0015869,SERUM CANCER ANTIGEN (CA 125)
B-LAB0015879,"12 LEAD ECG"
B-LAB0015888,RANDOM URINE CREATININE
B-LAB0015968,"2D ECHO"
B-LAB0016044,EMG NCV - BOTH UPPER  EXTREMITIES
B-LAB0016090,ELECTROENCEPHALOGRAPHY (EEG
B-LAB001621,FT3 (FREE TRIIODOTHYRONINE)
B-LAB001627,PROTIME
B-LAB001628,CMV PCR
B-LAB0016325,AFB SPUTUM SMEAR
B-LAB0016349,TOTAL PSA
B-LAB00163498,TOTAL PSA (PROSTATE-SPECIFIC ANTIGEN) LEVEL
B-LAB0016488,(CRP )C- REACTIVE PROTEIN
B-LAB0016489,SERUM IONIZED CALCIUM
B-LAB001651211201,XRAY SPINE CERVICO THORCIC
B-LAB0016570,"2-HOUR POSTPRANDIAL"
B-LAB0016571,"2 HR POST BLOOD GLUCOSE VENOUS"
B-LAB0016574,MICRO ALBUMIN CREATININE RATIO
B-LAB0016582,SODIUM (NA)
B-LAB0016654,RANDOM URINE PROTEIN  TO CREA RATIO
B-LAB0016666,MYCOBACTERIUM TUBERCULOSIS (MTB SENSITIVITY) SLMC SEND OUT
B-LAB0016670,ESTROGEN/PROGESTERONE HUMAN EPIDERMAL GROWTH FACTOR RECEPTOR 2 (ERPR  HER2NEU)
B-LAB0016697,PROSTATE SPECIFIC ANTIGEN (PSA)
B-LAB0016697,
B-LAB0016700,MAGNESIUM
B-LAB0016758,VARICELLA IGG (IMMUNOGLOBULIN G)
B-LAB0016842,IONIZED CALCIUM
B-LAB0016896,PLASMA ALDOSTERONE
B-LAB001698,IRON
B-LAB0017,CHEMISTRY 15
B-LAB0017200,URINE MICROALBUMIN
B-LAB0017456,LIPASE
B-LAB0017458,SERUM INSULIN
B-LAB0017460,AMYLASE
B-LAB001748,FECAL OCCULT BLOOD TEST
B-LAB0017748,(ASO) ANTISTREPTOLYSIN O TITER
B-LAB001777,CERVICAL XRAY
B-LAB0017777,PLATELET COUNT
B-LAB0017778,MAMMOGRAM
B-LAB0017784,ARTERIAL AND VENOUS DUPLEX SCAN BOTH LOWER EXTREMETIES
B-LAB0017847,THYROID PEROXIDASE ANTIBODY (TPOAB)
B-LAB0017859,THYROGLOBULIN ANTIBODIES
B-LAB0017860,TROPONIN I STAT
B-LAB0017945,"17-OH PROGESTERONE"
B-LAB0017946,SERUM VITAMIN D
B-LAB0017965,SERUM ERYTHROPOIETIN
B-LAB0017979,TB GENE EXPERT
B-LAB001798,TIBC
B-LAB0017980,"75 GRAM OGTT"
B-LAB0018001,FLEET ENEMA
B-LAB0018042,TB QUANTIFERON
B-LAB0018067,PROCALCITONIN
B-LAB0018087,HEMOSTASIS PROFILE
B-LAB0018088,FT4 (ECLIA)
B-LAB0018125,ANTISTREPTOLYSIN O (ASO) TITER
B-LAB0018282,BICARBONATE (HC03)
B-LAB001834,XRAY CHEST PA LAT
B-LAB0018426,SERUM CORTISOL
B-LAB0018479,HIV TEST
B-LAB0018496,BILIRUBIN TEST ( TOTAL BILIRUBIN AND DIRECT BILIRUBIN)
B-LAB0018529,TRIIODOTHYRONINE (T3)
B-LAB0018547,CANCER ANTIGEN (CA) 19.9
B-LAB0018558,INSULIN ANTI BODY PRE AND TOTAL
B-LAB0018561,CA125
B-LAB0018563,URINE GRAM STAIN WITH CULTURE AND SENSITIVITY
B-LAB0018632,TROPONIN I QUANTITATIVE
B-LAB0018696,TSH-IRMA
B-LAB00187963,PRO BNP
B-LAB0018824,TB QUANTIFERON
B-LAB0018833,T4
B-LAB001888,SCAPULA Y-VIEW XRAY
B-LAB001889,PHOSPHORUS
B-LAB0018897,TOTAL CALCIUM
B-LAB0018969,HYPERTONIC SALINE INDUCTION
B-LAB0018971,SPUTUM AFB SMEAR
B-LAB0018978,SPUTUMS SMEAR AFB (ACID- FAST BACILLI)
B-LAB0019,DENGUE NS1
B-LAB0019090,DENGUE DUO IGG/IGM
B-LAB0019154,HEPATITIS PANEL
B-LAB00191641,XRAY-PARANASAL SINUSES SERIES
B-LAB0019173,ANTI-MULLERIAN HORMONE (AMH)
B-LAB0019252,KI-67 ASSAY
B-LAB0019296,LIPID PROFILE
B-LAB0019339,URINE ALBUMIN AND CREATENINE RATIO
B-LAB0019345,URINE ALBUMIN CREATININE RATIO
B-LAB0019348,E.HISTOLYTICA TEST
B-LAB00193481,E.HISTOLYTICA ANTIGEN TEST
B-LAB0019348111,E.HISTOLYTICA ANTIGEN TEST
B-LAB0019350,DENGUE IGG IGM
B-LAB0019364,FASTING BLOOD SUGAR (FBS)
B-LAB0019367,"CHEM 12 (FBS,BUN, CREA, LP, BUA, SGPT, SGOT, NA, K)"
B-LAB0019369,DIAGNOSTIC POLYSOMNOGRAPHY
B-LAB0019371,EEG AWAKE AND ASLEEP
B-LAB0019437,ANTI-HBS TITER
B-LAB0019452,CREATININE
B-LAB0019542,CULTURE AND SENTIVITY THROAT SWAB
B-LAB00196,XRAY-SCAPULAR Y VIEW
B-LAB00196308,XRAY FOOT APOL RIGHT
B-LAB0019642,URINE ALBUMIN/CREATININE RATIO
B-LAB0019652,HCV RNA (PCR QUANTITATIVE)
B-LAB0019678,VAGINAL DISCHARGE GRAM STAIN
B-LAB0019686,"75 GRAMS OGTT"
B-LAB0019688,C-PEPTIDE
B-LAB0019695,"24 HOURS URINE TOTAL PROTEIN"
B-LAB0019696,EMG-NCV- BOTH LOWER EXTREMITIES
B-LAB0019728,CREATININE KINASE-MB
B-LAB0019729,CULTURE AND SENSITIVITY
B-LAB001974912,DOUBLE-STRANDED DNA (DS DNA)
B-LAB0019764,URINE ALBUMIN CREA RATIO
B-LAB001978801,ANTISTREPTOLYSIN O
B-LAB0019835,THYROID-STIMULATING HORMONE (TSH) RECEPTOR ANTIBODY
B-LAB0019847,CREATININE (CREA)
B-LAB0019867,FECAL OCCULT EXAM
B-LAB0019876,SPUTUM GENEXPERT
B-LAB0019878,SPUTUM GENEXPERT TEST
B-LAB001988,(T4) THYROXINE
B-LAB0019888,DIRECT BILIRUBIN
B-LAB0019933,VITAMIN D LEVEL
B-LAB001995,XRAY FOOT APOL BOTH
B-LAB0019974,"48 HOUR HOLTER MONITORING"
B-LAB0019978,"15 LEAD ECG"
B-LAB0019979,"2D ECHO W/ DOPPLER FLOW STUDIES"
B-LAB001999,(T3) TRIIODOTHYRONINE
B-LAB0020,PROTEIN
B-LAB002017,GGTP
B-LAB0021,ALBUMIN
B-LAB0022,ALKALINE POSPHATASE
B-LAB0023,BILIRUBIN
B-LAB0024,"25-HYDROXY VITAMIN D"
B-LAB0026,TROPONIN I
B-LAB00268,AMYLASE
B-LAB0028,ALBUMIN
B-LAB0029,ALKALINE POSPHATASE
B-LAB003132,TRANSRECTAL 3D ULTRASOUND
B-LAB0032,TRANSRECTAL ULTRASOUND
B-LAB003215,LEFT HAND XRAY APL
B-LAB00331,CAPILLARY BLOOD GLUCOSE (CBG)
B-LAB004,URINE MICRAL TEST
B-LAB0045,TYPHIDOT
B-LAB00626,B-TYPE NATRIURETIC PEPTIDE (BNP)
B-LAB00629,PAP SMEAR
B-LAB008,TIBC (TOTAL IRON BINDING CAPACITY)
B-LAB009,TIBC(TOTAL IRON BINDING CAPACITY
B-LAB00921,ABDOMEN XRAY AP VIEW
B-LAB013,URINALYSIS WITH RED BLOOD CELLS MORPHOLOGY
B-LAB01323,CBG RANDOM
B-LAB014,(CBG) CAPILLARY BLOOD GLUCOSE
B-LAB015,URIC ACID
B-LAB015,
B-LAB016,URIC ACID
B-LAB017,ARTERIAL AND VENOUS DUPLEX SCAN OF LOWER EXTREMITIES
B-LAB018,HBA1C (GLYCOSYLATED HEMOGLOBIN)
B-LAB01997,CT OF THE TEMPORAL BONE
B-LAB020,RHEUMATOID FACTOR
B-LAB021,FECALYSIS
B-LAB022,URINALYSIS
B-LAB023,XRAY-PARANASAL SINUSES WATERSVIEW
B-LAB025,"2 HRS PPBS"
B-LAB027,XRAY-RIGHT WRIST
B-LAB028,"24 HOUR HOLTER MONITORING"
B-LAB030,CAROTID DOPPLER SCAN
B-LAB031,PULMONARY FUNCTION TEST
B-LAB032,CT SCAN UPPER ABDOMEN W/ CONTRAST
B-LAB034,GAMMA-GLUTAMYL TRANSPEPTIDASE
B-LAB035,LIPID PROFILE
B-LAB038,SERUM IRON
B-LAB040,PRE AND POST BRONCHODILATOR
B-LAB0401,PULMONARY FUNCTION TEST (PFT) PRE AND POST BRONCHODILATOR
B-LAB047,HEMOGLUCOTEST (HGT)
B-LAB054,CA19-9
B-LAB062,XRAY-THORACOLUMBOSACRAL
B-LAB098,CKMB (CREATINE KINASE-MB)
B-LAB100,TYPHIDOT
B-LAB12222018,IMMUNOHISTO CHEMISTRY PANEL
B-LAB123456,UTZ OF LOWER EXTREMITIES ( VENOUS) BILATERAL
B-LAB142,SPEC M
B-LAB147,URINALYSIS WITH PH
B-LAB222333,SHEARWAVE ELASTOGRAPHY
B-LAB222777,PLASMA FREE METANEPHRINES
B-LAB225,URINE FLOW CYTOMETRY
B-LAB2DE001,"2D ECHO WITH DOPPLER"
B-LAB456789,CT SCAN UPPER ABDOMEN W/ IV CONTRAST
B-LAB555666,"CLOTTING TIME, BLEEDING TIME"
B-LAB555963,BILIRUBIN1 BILIRUBIN 2
B-LAB6666411,POSTPRANDIAL BLOOD SUGAR
B-LAB777234,"2D ECHO WITH COLOR FLOW DOPPLER STUDIES"
B-LAB789456,"24 HOUR VIDEO EEG"
B-LAB852963,VDRL (VENEREAL DISEASE RESEARCH LABORATORY TEST)
B-LAB888987,CT SCAN OF NECK NASOPHARYNX  WITH CONTRAST
B-LAB898989,ELECTROLYTE PANEL
B-LABBP001,"24 HRS BP MONITORING"
B-LABBP110,"24 HOURS AMBULATORY BP MONITORING"
B-MAM0011460,SONOMAMMOGRAM
B-MAM0019437,MAMMOGRAPHY
B-MAM002500,MAMMOGRAPHY TOMOSYNTHESIS
B-MRA0011356,MRA-CRANIAL WITH CONTRAST
B-MRA0018976,MRI/MRA CRANIAL WITH CONTRAST
B-MRI0011021,MRI LEFT SHOULDER PLAIN
B-MRI0011080,MRI BRAIN PLAIN
B-MRI0011091,LEFT SHOULDER MRI
B-MRI001110923,MRI LUMBOSACRAL PLAIN WITH CONTRAST
B-MRI0011147,MRI LUMBAR SPINE WITH CONTRAST
B-MRI0011212,MRI HEAD PLAIN
B-MRI00112302,MRI-LUMBOSACRAL WITH CONTRAST
B-MRI0011257,CRANIAL MRI / MRA / MRV WITH CONTRAST
B-MRI0011324,MRI-THORACIC PLAIN
B-MRI0011369,MRI-LUMBOSACRAL (PLAIN)
B-MRI00113695,MRI LUMBOSACRAL
B-MRI0011428,MRI NECK WITH CONTRAST
B-MRI0011457,MRI CRANIAL W/ CONTRAST AND MRA
B-MRI0011702,MRI PITUITARY WITH CONTRAST
B-MRI001197511,MRI RIGHT FOREARM PLAIN
B-MRI0012179,MRI-CERVICAL WITH CONTRAST
B-MRI0012401,MRI-BRAIN WITH CONTRAST
B-MRI0012487,MRI LUMBOSACRAL
B-MRI0012583,MRI KNEE UNILATERAL
B-MRI0012587,MRI KNEE BILATERAL
B-MRI0012659,MRI CHEST WITH CONTRAST
B-MRI001272018,MRI-LUMBAR PLAIN
B-MRI0012864,MRI CRANIAL WITH CONTRAST
B-MRI00128972,MRI-LEFT KNEE WITHOUT CONTRAST
B-MRI0013008,MRI BREAST W/ CONTRAST
B-MRI00131,MRI KNEE LEFT WITH COMPARISON
B-MRI0013152,MRI KNEE LEFT PLAIN
B-MRI0013152,
B-MRI00131521,MRI PLAIN RIGHT KNEE
B-MRI0013353,MRI KNEE (ONE SIDE) (G.E)
B-MRI0013468,MRI UPPER ABDOMEN WITH MRCP WITH CONTRAST
B-MRI0013478,MRI - CRANIAL WITH CONTRAST SEIZURE PROTOCOL
B-MRI0013499,MRI UPPER ABDOMEN WITH MRCP
B-MRI001356,MRI-LEFT KNEE
B-MRI001357,MRI LEFT ANKLE PLAIN
B-MRI0013573,MRI- LUMBOSACRAL SPINE PLAIN
B-MRI0013598,MRI - LUMBOSACRAL SPINE PLAIN
B-MRI0013624,MRI- LUMBAR PLAIN
B-MRI0013636,MRI-INTERNAL AUDITORY CANAL WITH CONTRAST
B-MRI0013698,MRI-CERVICAL SPINE PLAIN
B-MRI0013927,MRI-RIGHT KNEE PLAIN
B-MRI0013978,MRI CRANIAL WITH CONTRAST
B-MRI0014069,"BRAIN MRI W/CONTRAST  ,BAYER GADOVIST CONTRAST"
B-MRI0014394,MRI THORACOLUMBO SACRAL PLAIN
B-MRI001444928,MRI-RIGHT KNEE
B-MRI0014654,MRI BRAIN WITH CONTRAST
B-MRI001478501,MRI LUMBOSACRAL SPINE PLAIN
B-MRI0014862,MRI- LUMBAR SPINE PLAIN
B-MRI0014919,MRI-UPPER ABDOMEN WITH MRCP
B-MRI00150871,MRI OF ARM
B-MRI0015178,MRI-MRA BRAIN PLAIN
B-MRI0015181,MRI ORBIT WITH CONTRAST
B-MRI0015474,MRI-CRANIAL W/ CONTRAST
B-MRI00154741,MRI-CRANIAL W/ CONTRAST- FME BOTAREM
B-MRI0015656,MRI-CRANIAL PLAIN
B-MRI0015957,MRI-LIVER WITH LIVER SPECIFIC CONTRAST
B-MRI0016134,MRI-KNEE PLAIN
B-MRI0016353,MRI LUMBAR SPINE
B-MRI00163530,MRI-LUMBAR SPINE PLAIN
B-MRI0016354,PLAIN MRI LUMBAR SPINE
B-MRI0016398,MRI-PELVIS WITH CONTRAST
B-MRI0016541,MRI - LUMBOSACRAL WITH CONTRAST
B-MRI0016845,MRI KNEE PLAIN
B-MRI001685,MRI KNEES BILATERAL PLAIN
B-MRI00169001,KNEE MRI PLAIN
B-MRI0016932,MRI HEAD PLAIN
B-MRI00169325,MRI-HEAD REGULAR STUDY
B-MRI0018000,MRI-LUMBAR SPINE PLAIN
